SaPS,rnk_SaPS,PdPS,rnk_PdPS,PLAAC,rnk_PLAAC,PScore,rnk_PScore,catGRANULE,rnk_catGRANULE,Protein,Gene
0.0075673339888450005,0.053091634401032005,0.23246486485004403,0.410125542649301,-0.428,0.08380907539285501,-0.39,0.141269135488788,-0.598433,0.126481285932183,Q8BX07,Ctdsp2
0.49555739760398804,0.844362313739293,0.569186151027679,0.77766044819899,-0.097,0.83408863515979,0.9500000000000001,0.533888077240678,0.609035,0.7284406898979231,Q61164,Ctcf
0.018272142857313,0.221107591223747,0.23661760985851202,0.41517071453713406,-0.44,0.070566770643281,-0.29,0.162611954519468,-0.18792299999999998,0.259298369118854,P58466,Ctdsp1 Nif3 Nliif
0.016115542501211,0.18895928663616102,0.10805380344390801,0.20878798545113203,-0.281,0.399034783120475,1.49,0.672743441529568,-0.184591,0.260823653643083,Q60753,Ctf1
0.036563426256179005,0.37545465211779805,0.27081903815269404,0.45488677695647006,-0.336,0.24354069801659703,0.68,0.447309915518008,-0.10132899999999999,0.297958465329109,Q65CL1,Ctnna3 Catna3
0.07196681946516001,0.5031678986272441,0.360975563526153,0.544115921623841,-0.048,0.88552763227591,1.48,0.670837832687543,0.24823399999999998,0.500938636630294,Q5SQX6,Cyfip2 Kiaa1168 Pir121
0.164634019136428,0.65088583831984,0.48125109076499906,0.6672533145606,-0.228,0.552763227591077,0.64,0.434288255097503,0.289203,0.527161797489147,Q61301,Ctnna2 Catna2
0.022548381239175002,0.276721811568696,0.05629939585924101,0.05854745981461901,-0.28800000000000003,0.37696427520451997,-0.19,0.187130788286857,0.495928,0.659274903203097,Q8CIM3,D2hgdh
0.45720082521438604,0.8258829050803701,0.687301695346832,0.9206852047401151,-0.017,0.90954034488847,2.95,0.8899828495204211,0.681859,0.7702686847354211,Q3UHC7,Dab2ip Kiaa1743
0.501269936561584,0.8473542179983571,0.7756238579750061,0.9785873518714061,0.161,0.9748101936319221,3.5,0.9283491075398591,0.698946,0.7807110172474481,Q6PEE2,Ctif Gm672 Kiaa0427
0.203671902418136,0.6884313035316201,0.32751211524009705,0.512084946615041,-0.136,0.769407333294096,2.6,0.8584767833322741,1.06212,0.9165200046931831,Q0V8T7,Cntnap5c Caspr5-3
0.012009730562567001,0.12419335914584001,0.084120608866214,0.157632289100082,-0.354,0.202872108763463,,,-1.03408,0.053267628769212004,P48771,Cox7a2 Cox7a3 Cox7al
0.708113074302673,0.9289569400445851,0.603062272071838,0.8203684148773901,-0.232,0.541875110352539,2.08,0.788795020008892,1.18066,0.9412765458172001,Q8C5N3,Cwc22 Ncm
0.014186996035277,0.16027220462278502,0.125271916389465,0.24234424498416002,-0.341,0.231004649520334,,,-2.09267,0.004986507098439,Q64263,Defa-rs10 Defcr-rs10
0.012456097640097,0.13082248034729502,0.43002349138259804,0.608705854745981,-0.22,0.5763051027014301,0.52,0.39751000444642004,-0.216559,0.24656810982048502,Q9D9V7,Dennd6b
0.010050788521766,0.09145840666432001,0.13287365436553902,0.257538425437052,-0.20600000000000002,0.6143252310046491,-0.46,0.126850028584132,0.22913799999999998,0.488032382963745,Q8C1A9,Abhd18
0.040167070925235006,0.39252610583128,0.259160876274108,0.44244984160506806,-0.202,0.6257430404331701,0.37,0.35272819665883204,-0.0109938,0.34412765458172,Q497M3,Apobec4
0.9460476040840141,0.989909656224334,0.685219168663024,0.918631937111345,0.20800000000000002,0.9821081749161321,2.7800000000000002,0.8758178237947021,1.15732,0.9365833626657281,O54826,Mllt10 Af10
0.091993436217308,0.54839845124956,0.517053246498107,0.709667957292033,-0.11,0.814725442881525,3.55,0.931016959918694,0.62194,0.7360671125190661,J3QMK6,Aldh3b3
0.072296068072319,0.5038718760999641,0.60994815826416,0.8301654347060891,-0.383,0.14678359131304802,-0.17,0.19195833068665402,0.467962,0.6427900973835501,Q6P6J4,Alkbh2 Abh2
0.24182634055614402,0.7164730728616681,0.5199565887451171,0.7129531854980641,-0.234,0.535224530633865,0.12,0.272502064409578,0.9470649999999999,0.8839023817904491,Q3UMC0,Spata5 Spaf
0.018165873363614003,0.21993429543587903,0.269067972898483,0.45318549806406105,-0.316,0.29509740450826905,0.98,0.542209235850854,0.7250989999999999,0.7927959638624891,Q9CZW4,Acsl3 Acs3 Facl3
0.12271533906459801,0.5999061363369701,0.18754807114601102,0.34940748562712604,-0.113,0.810252486610558,1.25,0.6162738995108931,0.28876199999999996,0.52686847354218,O88888,Apba3 Mint3
0.663556694984436,0.9123548046462511,0.6369501948356621,0.8640150181860841,-0.121,0.796892472485433,1.72,0.7232420758432311,0.5304449999999999,0.680922210489264,Q8K298,Anln
0.321199774742126,0.76076498885369,0.34260758757591203,0.5267511439633931,-0.303,0.33294096874816004,0.0,0.23680365876897602,0.545327,0.6901325824240291,P84091,Ap2m1 Clapm1
0.007508809212595001,0.05133169071923,0.091400757431983,0.175701044233251,-0.47300000000000003,0.047260314284032004,,,-1.86745,0.00862372404083,Q9CPX9,Anapc11
0.28507587313652,0.7419335914584061,0.340288966894149,0.524228558019476,-0.131,0.77864751927491,2.52,0.8491393000063521,0.543791,0.689252610583128,Q769J6,Adamts13 Gm710
0.298080414533615,0.748973366185615,0.510331988334655,0.7012788924087761,-0.089,0.844152786769466,3.64,0.93508225878168,1.01603,0.9043763932887481,Q811B3,Adamts12
0.0064990646205840006,0.008917047987797001,0.062090992927551006,0.08975712777191101,-0.277,0.409981755046789,,,-0.820808,0.084183972779537,P51670,Ccl9 Mrp2 Scya10 Scya9
0.675938785076141,0.917634635691657,0.56545066833496,0.7734952481520591,-0.11800000000000001,0.801424283444176,2.6,0.8584767833322741,1.09425,0.92490906957644,Q9CWL2,Casz1 Cst D4Ertd432e Kiaa3026
0.332950681447982,0.7685674058430131,0.679605841636657,0.9122961398568571,-0.218,0.5811900417868281,1.35,0.6419996188782311,0.49682699999999996,0.659861551097031,Q8BRN9,Cc2d1b Kiaa1836
0.7215948104858391,0.9340607767218111,0.6785279512405391,0.911064179279596,-0.091,0.841680889882879,3.17,0.9065616464460391,1.16741,0.9385779655051031,D3Z1D3,CEFIP
0.139903008937835,0.6231373929367591,0.6048148870468141,0.822656341663733,-0.14400000000000002,0.753163439467953,2.67,0.8658451375214381,0.970621,0.891763463569165,Q3UFQ8,Carmil3 Lrrc16b
0.25829941034317,0.7260940983221871,0.5395735502243041,0.736536430834213,-0.268,0.433641339532693,1.43,0.6601664231722031,0.472111,0.64537134811686,Q8C6L5,Cgas Mb21d1
0.667537868022918,0.9139387539598731,0.8232822418212891,0.9913176111697751,-0.223,0.5678300276617031,2.77,0.8749285396684241,1.20811,0.9462630529156401,P27790,Cenpb Cenp-b
0.378693521022796,0.7913880089170481,0.33545345067977905,0.519652704446791,-0.20500000000000002,0.6174445294567711,1.2,0.6019818331957061,-0.371272,0.18784465563768601,Q3U6N9,
0.595918655395507,0.885544995893464,0.45602831244468606,0.6373342719699631,-0.08700000000000001,0.84609499146607,1.65,0.7085688877596391,0.32942099999999996,0.553795611873753,P53568,Cebpg
0.025465527549386004,0.30599554147600605,0.101031757891178,0.19570573741640201,-0.28500000000000003,0.386557589311988,-0.1,0.21076033792796703,0.30916499999999997,0.5398920567875161,Q3V3A1,Cdk15 Als2cr7 Pftk2
0.012758256867527,0.134987680394227,0.16832959651947002,0.321131057139504,-0.322,0.27926549349655705,-0.36,0.14730356348853402,0.0990093,0.40713363839023803,Q03147,Cdk7 Cak Cdkn7 Crk4 Mo15 Mpk-7
0.122372545301914,0.599436818021823,0.486905992031097,0.6738237709726621,-0.354,0.202872108763463,0.09,0.263609223146795,-0.269241,0.22445148421917102,Q99LL3,Chst12
0.038872145116329006,0.386424967734365,0.21220752596855103,0.383315733896515,-0.19,0.6561120593255251,0.49,0.38855364288890304,0.26151399999999997,0.509327701513551,Q8K3P5,Cnot6 Ccr4 Kiaa1194
0.198670044541358,0.684090109116508,0.35489076375961304,0.538953420157221,-0.303,0.33294096874816004,2.92,0.8875690783205231,-0.172061,0.266044819899096,Q9CZP7,Cdc37l1
0.006454790942370001,0.008154405725683,0.049473498016595,0.003402557784817,-0.361,0.18768759931728501,,,-1.85932,0.008799718409010001,Q9CX13,Cnih4
0.072889812290668,0.505221166256013,0.20137746632099102,0.36835621260119605,-0.371,0.16908951798010702,-0.28,0.165724448961443,-0.0368201,0.330282764284876,Q6DFV1,Ncapg2 Luzp5 Mtb
0.013266655616462002,0.14314208611991,0.090888582170009,0.174645078024169,-0.20600000000000002,0.6143252310046491,0.54,0.402972749793559,0.7159179999999999,0.7892174117094921,Q9QXX4,Slc25a13 Aralar2
0.19594165682792603,0.6818021823301651,0.307848513126373,0.491845594274316,-0.139,0.762874462950974,3.19,0.9080226132249251,0.35756699999999997,0.5720403613751021,Q7TSQ1,Clec18a Mrcl Mrlp
0.5531794428825371,0.869646837967851,0.5845264196395871,0.795670538542766,-0.184,0.6691778000117711,1.94,0.7645302674204401,0.732891,0.796726504751847,Q8C5W0,Clmn
0.034567765891551,0.36583362665728003,0.227710098028182,0.4039070749736,-0.28500000000000003,0.386557589311988,-0.18,0.18967160007622402,-0.0834906,0.30711017247448,Q8BWY9,Cip2a Kiaa1524
0.0073824361898,0.044937228675349,0.292351305484771,0.47571277719112903,-0.357,0.196221529044788,-0.39,0.141269135488788,-0.299037,0.21095858265868803,Q8VI21,Clec2f Clrc
0.032081846147775005,0.35292737299073,0.499060213565826,0.687140678164965,-0.196,0.6417515155082101,3.0,0.8933494251413321,0.9054089999999999,0.869294849231491,Q8CG14,C1sa C1s
0.008284140378236,0.06816848527513701,0.13273775577545102,0.25730376627947904,-0.28200000000000003,0.395856629980577,-1.55,0.012259416883694,-0.27058099999999996,0.223806171535844,Q8BV13,Cops7b Csn7b
0.051129810512065006,0.43851930071571005,0.31825962662696805,0.5032265634166371,-0.035,0.89582720263669,-1.18,0.030997903830273003,-0.844266,0.080018772732605,Q02862,Csn1s2a Csng
0.164932057261466,0.651179162266807,0.510012090206146,0.700750909304235,-0.315,0.29809899358483904,0.23,0.31042368036587603,-0.575515,0.131643787398803,Q91W29,Cox4i2 Cox4b
0.013020900078117001,0.139387539598732,0.12118707597255701,0.234952481520591,-0.253,0.47837090224236306,-0.84,0.062440449723686,-0.304264,0.20908130939809902,A6H6Q4,
0.06288918107748001,0.47788337439868506,0.192099541425704,0.35515663498768,-0.38,0.15184509446177302,,,0.232143,0.489909656224334,Q32M00,Crebl2
0.15915556252002702,0.646133990378974,0.08999638259410801,0.17235715123782702,-0.321,0.28273792007533405,0.02,0.243917931779203,0.296244,0.531796315851226,P12791,Cyp2b10 Cyp2b-10 Cyp2b20
0.21671533584594702,0.698873636043646,0.251525551080703,0.43400211193241806,-0.07,0.865929021246542,0.8300000000000001,0.49602998157911404,-0.06483549999999999,0.316320544409245,Q3UST5,
0.017648998647928002,0.212659861551097,0.32160428166389404,0.506453126833274,-0.242,0.513683714907892,0.74,0.46674712570666305,0.043730000000000005,0.372990730963275,Q64462,Cyp4b1
0.8901172876358031,0.9755367828229491,0.35728386044502203,0.541065352575384,0.009000000000000001,0.925960802777941,2.81,0.878358635584069,1.20283,0.945324416285345,Q91VF6,Col26a1 Col26a Emid2 Emu2
0.039521820843219,0.390062184676757,0.19086471199989302,0.35374868004223803,-0.512,0.026778882938026,,,0.14332699999999998,0.43382611756423706,P56567,Csta Csta1
0.013187916949391,0.141734131174469,0.10577714443206701,0.20456412061480703,-0.512,0.026778882938026,,,-1.18574,0.038660096210254,Q9JHH5,Cxcl11 Scyb11
0.160468056797981,0.647131291798662,0.510358750820159,0.701337557198169,-0.085,0.848037196162674,1.98,0.770818776599123,0.6811400000000001,0.7699166959990611,Q91WA4,Cxxc5
0.11188627779483701,0.5840666432007501,0.096335507929325,0.18585005279831002,-0.216,0.5878994761932781,-0.01,0.23381820491647,0.652046,0.7541358676522351,Q9D1D6,Cthrc1
0.273552477359771,0.735187140678164,0.538592636585235,0.7351284758887711,-0.167,0.7078453298805251,1.9100000000000001,0.7593851235469731,0.5510929999999999,0.693828464155813,Q8VE73,Cul7 Kiaa0076
0.023029128089547,0.282236301771676,0.056447178125381005,0.059720755602487005,-0.393,0.129480313106938,0.92,0.523724830083211,-0.076303,0.310630059838085,Q9CR35,Ctrb1
0.068550065159797,0.49366420274551204,0.24315059185028,0.423442449841605,-0.44,0.070566770643281,0.68,0.447309915518008,0.0898287,0.401267159450897,P28236,Gja8
0.007596139796078,0.053736947084359006,0.084540881216526,0.158864249677343,-0.322,0.27926549349655705,-0.88,0.057295305850219004,-0.963074,0.062653995072157,Q9JM84,Cst10 DD72
0.015656752511858,0.18162618796198501,0.09875664114952001,0.191129883843717,-0.312,0.30610323112235804,-0.61,0.09813885536428801,0.475819,0.6470139622198751,Q9D8X1,Cutc
0.006615057587623,0.012730259298369,0.05062136799097,0.010794321248386,-0.294,0.35824848449178903,-1.07,0.038747379787842005,-1.15343,0.041476006101138004,Q8R4X1,Acer1 Asah3
0.28794080018997104,0.7433415464038481,0.6521914601325981,0.882435762055614,-0.215,0.5907833558942971,0.27,0.32319125960744405,0.732923,0.7968438343306341,P48193,Epb41 Epb4.1 Kiaa4056
0.102366611361503,0.566701865540302,0.46277600526809604,0.645019359380499,-0.147,0.7479253722559001,1.4,0.65356031251985,0.8745029999999999,0.8587351871406781,Q5YD48,A1cf Acf Asp
0.007709389086812001,0.05749149360553701,0.095180079340934,0.182858148539246,-0.376,0.15902536637043102,-0.7000000000000001,0.083465667280696,-1.40475,0.023113927021001002,Q9CR21,Ndufab1
0.018294379115104002,0.22140091517071403,0.061705827713012,0.088407837615862,-0.234,0.535224530633865,1.5,0.675284253318935,0.5110549999999999,0.669541241346943,Q8R420,Abca3
0.026181414723396003,0.31209667957292003,0.179316878318786,0.33655989674997,-0.334,0.24871991054087403,0.32,0.33716572444896103,0.25596,0.506159802886307,Q8R519,Acmsd
0.23285250365734103,0.710019946028393,0.27352949976921004,0.457761351636747,-0.17300000000000001,0.6941910423165201,0.14,0.2792352156514,0.338569,0.560424733075208,O88845,Akap10
0.025613659992814,0.30711017247448,0.054513640701770005,0.046990496304118,-0.44,0.070566770643281,0.22,0.306993584450231,-0.41539499999999996,0.174586413234776,P04756,Chrna1 Acra
0.031160229817032002,0.34711955884078305,0.12717242538928902,0.24639211545230502,-0.221,0.5731858042493081,0.86,0.505748586673442,-0.055491599999999995,0.321131057139504,Q6NSR3,Adck2
0.024958824738860002,0.30100903437756604,0.055602591484785004,0.05397160624193301,-0.386,0.14113354128656302,0.19,0.29663977640856204,-0.441139,0.16672533145606,Q8BM81,Aadacl4
0.7336815595626831,0.937639328874809,0.6515901684761041,0.8818491141616801,-0.185,0.6672355953151661,1.96,0.7677698024518831,1.07919,0.9206852047401151,Q7TN31,Aggf1 Vg5q
0.9018036127090451,0.978763346239587,0.7326838374137871,0.95694004458524,-0.096,0.835854275793066,3.6,0.9334307311185921,1.33126,0.9607532558958111,Q9EPJ9,Arfgap1 Arf1gap
0.01779157295823,0.214830458758653,0.24863378703594202,0.43095154288396104,-0.354,0.202872108763463,-0.19,0.187130788286857,-0.107275,0.295025225859439,Q8VEH3,Arl8a Arl10b Gie2
0.007226671092212001,0.039012084946615004,0.061308730393648,0.08653056435527301,-0.442,0.068683420634453,-2.48,0.0006352029473410001,-0.8150419999999999,0.085474598146192,Q9JKW0,Arl6ip1 Arl6ip
0.05542792007327001,0.45611873753373205,0.490344703197479,0.6779303062302,-0.248,0.49590959919957606,1.34,0.639585847678333,0.9621100000000001,0.889358207204036,Q5U464,Asap3 Ddefl1
0.09337771683931301,0.550979701982869,0.16644711792469002,0.318021823301654,-0.338,0.23889117768230203,0.23,0.31042368036587603,0.369639,0.5799601079432121,Q9WV54,Asah1 Asah
0.019804215058684002,0.24240290977355303,0.072355970740318,0.12337205209433201,-0.224,0.5642398917073741,0.32,0.33716572444896103,0.11812199999999999,0.41845594274316505,O70228,Atp9a
0.366209089756011,0.786049513082248,0.554489910602569,0.758653056435527,-0.18,0.6784768406803601,4.24,0.958267166359651,0.883193,0.861668426610348,Q8C9W3,Adamts2
0.15194806456565801,0.638859556494192,0.6224677562713621,0.8456529391059481,-0.649,0.0045906656465180004,-1.5,0.014165025725719002,0.972614,0.8925261058312801,Q9JM83,Calm4 Dd112
0.014499631710350002,0.165258711721224,0.05492315441370001,0.049689076616214,-0.365,0.17962450709198902,0.30000000000000004,0.331321857333418,-0.580089,0.130705150768508,Q8C025,Chpt1 Cpt1 Dn4
0.5678862333297731,0.875219992960225,0.723628878593444,0.9510149008565061,-0.019,0.908480960508504,1.94,0.7645302674204401,0.767015,0.8137979584653291,Q8BI72,Cdkn2aip Carf
0.017437726259231002,0.20896397981931203,0.684521794319152,0.917634635691657,-0.353,0.204814313460067,-1.26,0.025598678777869,-0.311174,0.20655872345418202,Q9D7F7,Chmp4c
0.007196104619652001,0.037838789158746,0.06689043343067101,0.107532558958113,-0.371,0.16908951798010702,-0.49,0.12062503970018401,-0.47100000000000003,0.15845359615158902,P50283,Cd7
0.03229983896017,0.354159333567992,0.6380263566970821,0.865070984395166,-0.202,0.6257430404331701,0.71,0.45791780473861404,0.624358,0.7374164026751141,O35280,Chek1 Chk1
0.079306349158287,0.519535374868004,0.083387091755867,0.15610700457585303,-0.511,0.027308575128008,0.09,0.263609223146795,-1.01633,0.05561422034494801,P10300,Cd8b Cd8b1 Ly-3 Lyt-3 Lyt3
